"ID" "joined"
165642799 2016-08-03
108638359 2015-12-03
52920004 2016-05-08
80315665 2016-05-20
186245278 2015-06-12
155834216 2016-09-28
187646311 2016-10-05
160291034 2016-06-19
162863287 2015-11-30
84590497 2016-02-26
126056498 2016-04-20
91888880 2016-01-09
129986863 2016-01-01
57018565 2016-05-03
148669671 2016-02-22
130362399 2015-08-04
57639709 2015-09-08
95297139 2016-07-13
194674242 2016-04-01
190037958 2015-06-12
87770247 2015-10-31
68603050 2016-08-30
148475532 2015-07-06
137661713 2016-03-26
163091691 2016-04-28
145542932 2016-05-24
165556635 2015-09-18
84031560 2016-10-04
135201690 2015-06-12
92223045 2016-10-03
75784151 2016-10-08
57767372 2016-03-22
110913059 2015-10-04
197297803 2015-06-09
61694664 2015-09-16
138180704 2016-03-15
121765998 2015-08-12
186635685 2016-08-29
175023494 2016-04-18
124136344 2015-12-16
70561614 2016-09-25
157895406 2016-06-27
187914596 2016-10-02
72080234 2016-01-16
55135218 2016-02-17
171543943 2016-09-15
86548013 2015-08-18
190342388 2016-10-05
93280062 2016-03-08
105294896 2016-05-19
158867681 2016-09-24
111518361 2015-08-10
87150122 2015-07-26
104321226 2016-03-15
159097083 2016-05-08
159052591 2016-06-06
112959418 2016-09-23
153088379 2016-01-22
112526725 2016-09-01
189761119 2016-06-30
134617302 2016-04-26
108244802 2015-06-12
82537827 2015-06-16
122535460 2016-01-04
167240895 2016-01-15
154082487 2016-05-22
196672201 2016-02-21
101166854 2016-06-25
178423827 2015-06-09
69541509 2015-07-27
85663768 2016-01-23
104628091 2016-01-28
74686338 2015-06-12
141768372 2016-10-04
107887921 2016-04-09
168488349 2015-06-27
190716546 2015-08-21
